date,sku,units_sold,unit_price,promo_flag
2023-04-14,P101,141.0,5.75,0
2023-04-15,P101,86.0,5.75,0
2023-04-16,P101,33.0,5.76,0
2023-04-17,P101,147.0,5.76,0
2023-04-18,P101,152.0,5.76,0
2023-04-19,P101,,5.76,0
2023-04-20,P101,142.0,5.76,0
2023-04-21,P101,187.0,5.76,0
2023-04-22,P101,85.0,5.76,0
2023-04-23,P101,36.0,5.76,0
2023-04-24,P101,150.0,5.76,0
2023-04-25,P101,161.0,5.76,0
2023-04-26,P101,149.0,5.76,0
2023-04-27,P101,111.0,5.76,0
2023-04-28,P101,127.0,5.76,0
2023-04-29,P101,66.0,5.76,0
2023-04-30,P101,25.0,5.76,0
2023-05-01,P101,138.0,5.76,0
2023-05-02,P101,189.0,5.76,0
2023-05-03,P101,161.0,5.76,0
2023-05-04,P101,179.0,5.76,0
2023-05-05,P101,156.0,5.76,0
2023-05-06,P101,89.0,5.76,0
2023-05-07,P101,30.0,5.76,0
2023-05-08,P101,168.0,5.76,0
2023-05-09,P101,178.0,5.76,0
2023-05-10,P101,151.0,5.76,0
2023-05-11,P101,167.0,5.76,0
2023-05-12,P101,159.0,5.76,0
2023-05-13,P101,77.0,5.76,0
2023-05-14,P101,29.0,5.76,0
2023-05-15,P101,138.0,5.76,0
2023-05-16,P101,166.0,5.76,0
2023-05-17,P101,167.0,5.76,0
2023-05-18,P101,219.0,5.76,1
2023-05-19,P101,150.0,5.76,0
2023-05-20,P101,87.0,5.76,0
2023-05-21,P101,35.0,5.76,0
2023-05-22,P101,185.0,5.76,0
2023-05-23,P101,187.0,5.76,0
2023-05-24,P101,143.0,5.76,0
2023-05-25,P101,185.0,5.76,0
2023-05-26,P101,140.0,5.76,0
2023-05-27,P101,91.0,5.76,0
2023-05-28,P101,33.0,5.76,0
2023-05-29,P101,150.0,5.76,0
2023-05-30,P101,131.0,5.76,0
2023-05-31,P101,157.0,5.76,0
2023-06-01,P101,129.0,5.76,0
2023-06-02,P101,164.0,5.76,0
2023-06-03,P101,95.0,5.76,0
2023-06-04,P101,30.0,5.76,0
2023-06-05,P101,162.0,5.76,0
2023-06-06,P101,150.0,5.76,0
2023-06-07,P101,149.0,5.76,0
2023-06-08,P101,169.0,5.76,0
2023-06-09,P101,147.0,5.76,0
2023-06-10,P101,97.0,5.76,0
2023-06-11,P101,31.0,5.76,0
2023-06-12,P101,174.0,5.76,0
2023-06-13,P101,164.0,5.76,0
2023-06-14,P101,173.0,5.76,0
2023-06-15,P101,147.0,5.76,0
2023-06-16,P101,147.0,5.76,0
2023-06-17,P101,80.0,5.76,0
2023-06-18,P101,29.0,5.76,0
2023-06-19,P101,167.0,5.76,0
2023-06-20,P101,173.0,5.76,0
2023-06-21,P101,169.0,5.76,0
2023-06-22,P101,180.0,5.76,0
2023-06-23,P101,170.0,5.76,0
2023-06-24,P101,77.0,5.76,0
2023-06-25,P101,34.0,5.76,0
2023-06-26,P101,145.0,5.76,0
2023-06-27,P101,161.0,5.76,0
2023-06-28,P101,148.0,5.76,0
2023-06-29,P101,181.0,5.75,0
2023-06-30,P101,152.0,5.75,0
2023-07-01,P101,78.0,5.75,0
2023-07-02,P101,36.0,5.75,0
2023-07-03,P101,118.0,5.75,0
2023-07-04,P101,125.0,5.75,0
2023-07-05,P101,171.0,5.75,0
2023-07-06,P101,154.0,5.75,0
2023-07-07,P101,149.0,5.75,0
2023-07-08,P101,68.0,5.75,0
2023-07-09,P101,32.0,5.75,0
2023-07-10,P101,188.0,5.75,0
2023-07-11,P101,174.0,5.75,0
2023-07-12,P101,159.0,5.75,0
2023-07-13,P101,145.0,5.75,0
2023-07-14,P101,138.0,5.75,0
2023-07-15,P101,61.0,5.75,0
2023-07-16,P101,33.0,5.74,0
2023-07-17,P101,345.0,5.74,1
2023-07-18,P101,131.0,5.74,0
2023-07-19,P101,144.0,5.74,0
2023-07-20,P101,132.0,5.74,0
2023-07-21,P101,129.0,5.74,0
2023-07-22,P101,80.0,5.74,0
2023-07-23,P101,24.0,5.74,0
2023-07-24,P101,163.0,5.74,0
2023-07-25,P101,171.0,5.74,0
2023-07-26,P101,151.0,5.74,0
2023-07-27,P101,109.0,5.74,0
2023-07-28,P101,128.0,5.73,0
2023-07-29,P101,89.0,5.73,0
2023-07-30,P101,22.0,5.73,0
2023-07-31,P101,146.0,5.73,0
2023-08-01,P101,137.0,5.73,0
2023-08-02,P101,168.0,5.73,0
2023-08-03,P101,252.0,5.73,1
2023-08-04,P101,149.0,5.73,0
2023-08-05,P101,83.0,5.73,0
2023-08-06,P101,38.0,5.73,0
2023-08-07,P101,148.0,5.73,0
2023-08-08,P101,163.0,5.73,0
2023-08-09,P101,128.0,5.72,0
2023-08-10,P101,169.0,5.72,0
2023-08-11,P101,130.0,5.72,0
2023-08-12,P101,73.0,5.72,0
2023-08-13,P101,31.0,5.72,0
2023-08-14,P101,124.0,5.72,0
2023-08-15,P101,160.0,5.72,0
2023-08-16,P101,169.0,5.72,0
2023-08-17,P101,153.0,5.72,0
2023-08-18,P101,117.0,5.72,0
2023-08-19,P101,77.0,5.71,0
2023-08-20,P101,34.0,5.71,0
2023-08-21,P101,119.0,5.71,0
2023-08-22,P101,137.0,5.71,0
2023-08-23,P101,167.0,5.71,0
2023-08-24,P101,152.0,5.71,0
2023-08-25,P101,147.0,5.71,0
2023-08-26,P101,93.0,5.71,0
2023-08-27,P101,33.0,5.71,0
2023-08-28,P101,160.0,5.7,0
2023-08-29,P101,201.0,5.7,0
2023-08-30,P101,148.0,5.7,0
2023-08-31,P101,134.0,5.7,0
2023-09-01,P101,147.0,5.7,0
2023-09-02,P101,81.0,5.7,0
2023-09-03,P101,29.0,5.7,0
2023-09-04,P101,132.0,5.7,0
2023-09-05,P101,346.0,5.7,1
2023-09-06,P101,157.0,5.69,0
2023-09-07,P101,135.0,5.69,0
2023-09-08,P101,154.0,5.69,0
2023-09-09,P101,76.0,5.69,0
2023-09-10,P101,30.0,5.69,0
2023-09-11,P101,157.0,5.69,0
2023-09-12,P101,132.0,5.69,0
2023-09-13,P101,157.0,5.69,0
2023-09-14,P101,177.0,5.68,0
2023-09-15,P101,147.0,5.68,0
2023-09-16,P101,74.0,5.68,0
2023-09-17,P101,29.0,5.68,0
2023-09-18,P101,141.0,5.68,0
2023-09-19,P101,149.0,5.68,0
2023-09-20,P101,144.0,5.68,0
2023-09-21,P101,161.0,5.68,0
2023-09-22,P101,113.0,5.67,0
2023-09-23,P101,84.0,5.67,0
2023-09-24,P101,29.0,5.67,0
2023-09-25,P101,154.0,5.67,0
2023-09-26,P101,134.0,5.67,0
2023-09-27,P101,172.0,5.67,0
2023-09-28,P101,166.0,5.67,0
2023-09-29,P101,154.0,5.67,0
2023-09-30,P101,64.0,5.67,0
2023-10-01,P101,33.0,5.66,0
2023-10-02,P101,154.0,5.66,0
2023-10-03,P101,126.0,5.66,0
2023-10-04,P101,150.0,5.66,0
2023-10-05,P101,152.0,5.66,0
2023-10-06,P101,148.0,5.66,0
2023-10-07,P101,78.0,5.66,0
2023-10-08,P101,32.0,5.65,0
2023-10-09,P101,171.0,5.65,0
2023-10-10,P101,174.0,5.65,0
2023-10-11,P101,103.0,5.65,0
2023-10-12,P101,141.0,5.65,0
2023-10-13,P101,137.0,5.65,0
2023-10-14,P101,62.0,5.65,0
2023-10-15,P101,31.0,5.65,0
2023-10-16,P101,168.0,5.64,0
2023-10-17,P101,135.0,5.64,0
2023-10-18,P101,156.0,5.64,0
2023-10-19,P101,132.0,5.64,0
2023-10-20,P101,129.0,5.64,0
2023-10-21,P101,89.0,5.64,0
2023-10-22,P101,29.0,5.64,0
2023-10-23,P101,155.0,5.64,0
2023-10-24,P101,122.0,5.63,0
2023-10-25,P101,182.0,5.63,0
2023-10-26,P101,156.0,5.63,0
2023-10-27,P101,137.0,5.63,0
2023-10-28,P101,82.0,5.63,0
2023-10-29,P101,26.0,5.63,0
2023-10-30,P101,167.0,5.63,0
2023-10-31,P101,148.0,5.63,0
2023-11-01,P101,148.0,5.63,0
2023-11-02,P101,139.0,5.62,0
2023-11-03,P101,131.0,5.62,0
2023-11-04,P101,83.0,5.62,0
2023-11-05,P101,32.0,5.62,0
2023-11-06,P101,159.0,5.62,0
2023-11-07,P101,154.0,5.62,0
2023-11-08,P101,160.0,5.62,0
2023-11-09,P101,141.0,5.62,0
2023-11-10,P101,175.0,5.61,0
2023-11-11,P101,64.0,5.61,0
2023-11-12,P101,35.0,5.61,0
2023-11-13,P101,172.0,5.61,0
2023-11-14,P101,140.0,5.61,0
2023-11-15,P101,189.0,5.61,0
2023-11-16,P101,164.0,5.61,0
2023-11-17,P101,156.0,5.61,0
2023-11-18,P101,78.0,5.6,0
2023-11-19,P101,30.0,5.6,0
2023-11-20,P101,146.0,5.6,0
2023-11-21,P101,162.0,5.6,0
2023-11-22,P101,176.0,5.6,0
2023-11-23,P101,152.0,5.6,0
2023-11-24,P101,128.0,5.6,0
2023-11-25,P101,85.0,5.6,0
2023-11-26,P101,34.0,5.6,0
2023-11-27,P101,161.0,5.59,0
2023-11-28,P101,169.0,5.59,0
2023-11-29,P101,149.0,5.59,0
2023-11-30,P101,134.0,5.59,0
2023-12-01,P101,129.0,5.59,0
2023-12-02,P101,64.0,5.59,0
2023-12-03,P101,32.0,5.59,0
2023-12-04,P101,150.0,5.59,0
2023-12-05,P101,150.0,5.59,0
2023-12-06,P101,104.0,5.59,0
2023-12-07,P101,130.0,5.58,0
2023-12-08,P101,161.0,5.58,0
2023-12-09,P101,73.0,5.58,0
2023-12-10,P101,33.0,5.58,0
2023-12-11,P101,129.0,5.58,0
2023-12-12,P101,183.0,5.58,0
2023-12-13,P101,153.0,5.58,0
2023-12-14,P101,156.0,5.58,0
2023-12-15,P101,181.0,5.58,0
2023-12-16,P101,93.0,5.58,0
2023-12-17,P101,31.0,5.57,0
2023-12-18,P101,143.0,5.57,0
2023-12-19,P101,154.0,5.57,0
2023-12-20,P101,165.0,5.57,0
2023-12-21,P101,151.0,5.57,0
2023-12-22,P101,139.0,5.57,0
2023-12-23,P101,93.0,5.57,0
2023-12-24,P101,32.0,5.57,0
2023-12-25,P101,193.0,5.57,0
2023-12-26,P101,162.0,5.57,0
2023-12-27,P101,188.0,5.57,0
2023-12-28,P101,159.0,5.57,0
2023-12-29,P101,162.0,5.56,0
2023-12-30,P101,74.0,5.56,0
2023-12-31,P101,29.0,5.56,0
2024-01-01,P101,163.0,5.56,0
2024-01-02,P101,179.0,5.56,0
2024-01-03,P101,159.0,5.56,0
2024-01-04,P101,133.0,5.56,0
2024-01-05,P101,125.0,5.56,0
2024-01-06,P101,68.0,5.56,0
2024-01-07,P101,26.0,5.56,0
2024-01-08,P101,158.0,5.56,0
2024-01-09,P101,183.0,5.56,0
2024-01-10,P101,160.0,5.56,0
2024-01-11,P101,117.0,5.55,0
2024-01-12,P101,145.0,5.55,0
2024-01-13,P101,80.0,5.55,0
2024-01-14,P101,40.0,5.55,0
2024-01-15,P101,132.0,5.55,0
2024-01-16,P101,157.0,5.55,0
2024-01-17,P101,191.0,5.55,0
2024-01-18,P101,164.0,5.55,0
2024-01-19,P101,159.0,5.55,0
2024-01-20,P101,83.0,5.55,0
2024-01-21,P101,34.0,5.55,0
2024-01-22,P101,172.0,5.55,0
2024-01-23,P101,150.0,5.55,0
2024-01-24,P101,178.0,5.55,0
2024-01-25,P101,134.0,5.55,0
2024-01-26,P101,156.0,5.55,0
2024-01-27,P101,84.0,5.55,0
2024-01-28,P101,31.0,5.55,0
2024-01-29,P101,159.0,5.55,0
2024-01-30,P101,155.0,5.54,0
2024-01-31,P101,144.0,5.54,0
2024-02-01,P101,153.0,5.54,0
2024-02-02,P101,133.0,5.54,0
2024-02-03,P101,86.0,5.54,0
2024-02-04,P101,29.0,5.54,0
2024-02-05,P101,351.0,5.54,1
2024-02-06,P101,145.0,5.54,0
2024-02-07,P101,154.0,5.54,0
2024-02-08,P101,149.0,5.54,0
2024-02-09,P101,175.0,5.54,0
2024-02-10,P101,87.0,5.54,0
2024-02-11,P101,33.0,5.54,0
2024-02-12,P101,171.0,5.54,0
2024-02-13,P101,129.0,5.54,0
2024-02-14,P101,165.0,5.54,0
2024-02-15,P101,196.0,5.54,0
2024-02-16,P101,156.0,5.54,0
2024-02-17,P101,85.0,5.54,0
2024-02-18,P101,36.0,5.54,0
2024-02-19,P101,179.0,5.54,0
2024-02-20,P101,132.0,5.54,0
2024-02-21,P101,136.0,5.54,0
2024-02-22,P101,166.0,5.54,0
2024-02-23,P101,142.0,5.54,0
2024-02-24,P101,97.0,5.54,0
2024-02-25,P101,33.0,5.54,0
2024-02-26,P101,129.0,5.54,0
2024-02-27,P101,147.0,5.54,0
2024-02-28,P101,117.0,5.54,0
2024-02-29,P101,159.0,5.54,0
2024-03-01,P101,152.0,5.54,0
2024-03-02,P101,81.0,5.54,0
2024-03-03,P101,38.0,5.54,0
2024-03-04,P101,187.0,5.54,0
2024-03-05,P101,168.0,5.54,0
2024-03-06,P101,129.0,5.54,0
2024-03-07,P101,175.0,5.54,0
2024-03-08,P101,165.0,5.54,0
2024-03-09,P101,89.0,5.54,0
2024-03-10,P101,38.0,5.54,0
2024-03-11,P101,144.0,5.54,0
2024-03-12,P101,356.0,5.54,1
2024-03-13,P101,151.0,5.54,0
2024-03-14,P101,178.0,5.54,0
2024-03-15,P101,128.0,5.54,0
2024-03-16,P101,77.0,5.54,0
2024-03-17,P101,40.0,5.54,0
2024-03-18,P101,162.0,5.54,0
2024-03-19,P101,189.0,5.54,0
2024-03-20,P101,174.0,5.54,0
2024-03-21,P101,163.0,5.54,0
2024-03-22,P101,181.0,5.54,0
2024-03-23,P101,84.0,5.54,0
2024-03-24,P101,28.0,5.54,0
2024-03-25,P101,152.0,5.54,0
2024-03-26,P101,184.0,5.54,0
2024-03-27,P101,178.0,5.54,0
2024-03-28,P101,137.0,5.54,0
2024-03-29,P101,145.0,5.54,0
2024-03-30,P101,81.0,5.54,0
2024-03-31,P101,33.0,5.55,0
2024-04-01,P101,142.0,5.55,0
2024-04-02,P101,162.0,5.55,0
2024-04-03,P101,157.0,5.55,0
2024-04-04,P101,180.0,5.55,0
2024-04-05,P101,302.0,5.55,1
2024-04-06,P101,86.0,5.55,0
2024-04-07,P101,33.0,5.55,0
2024-04-08,P101,170.0,5.55,0
2024-04-09,P101,158.0,5.55,0
2024-04-10,P101,149.0,5.55,0
2024-04-11,P101,278.0,5.55,1
2024-04-12,P101,147.0,5.55,0
2024-04-13,P101,76.0,5.55,0
2024-04-14,P101,35.0,5.55,0
2024-04-15,P101,181.0,5.55,0
2024-04-16,P101,144.0,5.55,0
2024-04-17,P101,172.0,5.55,0
2024-04-18,P101,162.0,5.55,0
2024-04-19,P101,164.0,5.56,0
2024-04-20,P101,87.0,5.56,0
2024-04-21,P101,29.0,5.56,0
2024-04-22,P101,145.0,5.56,0
2024-04-23,P101,175.0,5.56,0
2024-04-24,P101,191.0,5.56,0
2024-04-25,P101,126.0,5.56,0
2024-04-26,P101,165.0,5.56,0
2024-04-27,P101,207.0,5.56,1
2024-04-28,P101,34.0,5.56,0
2024-04-29,P101,178.0,5.56,0
2024-04-30,P101,309.0,5.56,1
2024-05-01,P101,169.0,5.56,0
2024-05-02,P101,137.0,5.57,0
2024-05-03,P101,118.0,5.57,0
2024-05-04,P101,96.0,5.57,0
2024-05-05,P101,63.0,5.57,1
2024-05-06,P101,160.0,5.57,0
2024-05-07,P101,148.0,5.57,0
2024-05-08,P101,145.0,5.57,0
2024-05-09,P101,163.0,5.57,0
2024-05-10,P101,146.0,5.57,0
2024-05-11,P101,91.0,5.57,0
2024-05-12,P101,37.0,5.57,0
2024-05-13,P101,174.0,5.57,0
2024-05-14,P101,179.0,5.58,0
2024-05-15,P101,201.0,5.58,0
2024-05-16,P101,147.0,5.58,0
2024-05-17,P101,157.0,5.58,0
2024-05-18,P101,98.0,5.58,0
2024-05-19,P101,40.0,5.58,0
2024-05-20,P101,141.0,5.58,0
2024-05-21,P101,168.0,5.58,0
2024-05-22,P101,196.0,5.58,0
2024-05-23,P101,175.0,5.58,0
2024-05-24,P101,161.0,5.59,0
2024-05-25,P101,85.0,5.59,0
2024-05-26,P101,33.0,5.59,0
2024-05-27,P101,172.0,5.59,0
2024-05-28,P101,169.0,5.59,0
2024-05-29,P101,169.0,5.59,0
2024-05-30,P101,167.0,5.59,0
2024-05-31,P101,146.0,5.59,0
2024-06-01,P101,92.0,5.59,0
2024-06-02,P101,46.0,5.59,0
2024-06-03,P101,134.0,5.6,0
2024-06-04,P101,179.0,5.6,0
2024-06-05,P101,155.0,5.6,0
2024-06-06,P101,175.0,5.6,0
2024-06-07,P101,158.0,5.6,0
2024-06-08,P101,93.0,5.6,0
2024-06-09,P101,39.0,5.6,0
2024-06-10,P101,170.0,5.6,0
2024-06-11,P101,194.0,5.6,0
2024-06-12,P101,125.0,5.61,0
2024-06-13,P101,193.0,5.61,0
2024-06-14,P101,163.0,5.61,0
2024-06-15,P101,96.0,5.61,0
2024-06-16,P101,30.0,5.61,0
2024-06-17,P101,150.0,5.61,0
2024-06-18,P101,174.0,5.61,0
2024-06-19,P101,168.0,5.61,0
2024-06-20,P101,169.0,5.62,0
2024-06-21,P101,174.0,5.62,0
2024-06-22,P101,69.0,5.62,0
2024-06-23,P101,72.0,5.62,1
2024-06-24,P101,165.0,5.62,0
2024-06-25,P101,167.0,5.62,0
2024-06-26,P101,140.0,5.62,0
2024-06-27,P101,172.0,5.62,0
2024-06-28,P101,114.0,5.62,0
2024-06-29,P101,91.0,5.63,0
2024-06-30,P101,28.0,5.63,0
2024-07-01,P101,165.0,5.63,0
2024-07-02,P101,168.0,5.63,0
2024-07-03,P101,188.0,5.63,0
2024-07-04,P101,159.0,5.63,0
2024-07-05,P101,216.0,5.63,1
2024-07-06,P101,80.0,5.63,0
2024-07-07,P101,39.0,5.64,0
2024-07-08,P101,173.0,5.64,0
2024-07-09,P101,162.0,5.64,0
2024-07-10,P101,162.0,5.64,0
2024-07-11,P101,133.0,5.64,0
2024-07-12,P101,160.0,5.64,0
2024-07-13,P101,68.0,5.64,0
2024-07-14,P101,37.0,5.64,0
2024-07-15,P101,165.0,5.65,0
2024-07-16,P101,390.0,5.65,1
2024-07-17,P101,145.0,5.65,0
2024-07-18,P101,159.0,5.65,0
2024-07-19,P101,183.0,5.65,0
2024-07-20,P101,-95.0,5.65,0
2024-07-21,P101,31.0,5.65,0
2024-07-22,P101,166.0,5.65,0
2024-07-23,P101,168.0,5.66,0
2024-07-24,P101,170.0,5.66,0
2024-07-25,P101,147.0,5.66,0
2024-07-26,P101,151.0,5.66,0
2024-07-27,P101,69.0,5.66,0
2024-07-28,P101,34.0,5.66,0
2024-07-29,P101,169.0,5.66,0
2024-07-30,P101,163.0,5.66,0
2024-07-31,P101,135.0,5.67,0
2024-08-01,P101,176.0,5.67,0
2024-08-02,P101,157.0,5.67,0
2024-08-03,P101,77.0,5.67,0
2024-08-04,P101,32.0,5.67,0
2024-08-05,P101,134.0,5.67,0
2024-08-06,P101,147.0,5.67,0
2024-08-07,P101,153.0,5.67,0
2024-08-08,P101,180.0,5.68,0
2024-08-09,P101,140.0,5.68,0
2024-08-10,P101,89.0,5.68,0
2024-08-11,P101,31.0,5.68,0
2024-08-12,P101,164.0,5.68,0
2024-08-13,P101,163.0,5.68,0
2024-08-14,P101,178.0,5.68,0
2024-08-15,P101,318.0,5.68,1
2024-08-16,P101,124.0,5.69,0
2024-08-17,P101,70.0,5.69,0
2024-08-18,P101,31.0,5.69,0
2024-08-19,P101,137.0,5.69,0
2024-08-20,P101,172.0,5.69,0
2024-08-21,P101,153.0,5.69,0
2024-08-22,P101,198.0,5.69,0
2024-08-23,P101,121.0,5.69,0
2024-08-24,P101,84.0,5.7,0
2024-08-25,P101,29.0,5.7,0
2024-08-26,P101,149.0,5.7,0
2024-08-27,P101,166.0,5.7,0
2024-08-28,P101,199.0,5.7,1
2024-08-29,P101,160.0,5.7,0
2024-08-30,P101,180.0,5.7,0
2024-08-31,P101,78.0,5.7,0
2024-09-01,P101,34.0,5.7,0
2024-09-02,P101,175.0,5.71,0
2024-09-03,P101,160.0,5.71,0
2024-09-04,P101,150.0,5.71,0
2024-09-05,P101,117.0,5.71,0
2024-09-06,P101,159.0,5.71,0
2024-09-07,P101,81.0,5.71,0
2024-09-08,P101,29.0,5.71,0
2024-09-09,P101,159.0,5.71,0
2024-09-10,P101,152.0,5.71,0
2024-09-11,P101,151.0,5.71,0
2024-09-12,P101,166.0,5.72,0
2024-09-13,P101,126.0,5.72,0
2024-09-14,P101,91.0,5.72,0
2024-09-15,P101,28.0,5.72,0
2024-09-16,P101,145.0,5.72,0
2024-09-17,P101,197.0,5.72,0
2024-09-18,P101,179.0,5.72,0
2024-09-19,P101,157.0,5.72,0
2024-09-20,P101,132.0,5.72,0
2024-09-21,P101,76.0,5.72,0
2024-09-22,P101,33.0,5.73,0
2024-09-23,P101,157.0,5.73,0
2024-09-24,P101,161.0,5.73,0
2024-09-25,P101,159.0,5.73,0
2024-09-26,P101,151.0,5.73,0
2024-09-27,P101,124.0,5.73,0
2024-09-28,P101,77.0,5.73,0
2024-09-29,P101,36.0,5.73,0
2024-09-30,P101,133.0,5.73,0
2024-10-01,P101,159.0,5.73,0
2024-10-02,P101,145.0,5.73,0
2024-10-03,P101,157.0,5.74,0
2024-10-04,P101,141.0,5.74,0
2024-10-05,P101,94.0,5.74,0
2024-10-06,P101,34.0,5.74,0
2024-10-07,P101,134.0,5.74,0
2024-10-08,P101,174.0,5.74,0
2024-10-09,P101,146.0,5.74,0
2024-10-10,P101,145.0,5.74,0
2024-10-11,P101,153.0,5.74,0
2024-10-12,P101,77.0,5.74,0
2024-10-13,P101,36.0,5.74,0
2024-10-14,P101,143.0,5.74,0
2024-10-15,P101,151.0,5.74,0
2024-10-16,P101,148.0,5.75,0
2024-10-17,P101,145.0,5.75,0
2024-10-18,P101,166.0,5.75,0
2024-10-19,P101,87.0,5.75,0
2024-10-20,P101,39.0,5.75,0
2024-10-21,P101,196.0,5.75,0
2024-10-22,P101,144.0,5.75,0
2024-10-23,P101,161.0,5.75,0
2024-10-24,P101,135.0,5.75,0
2024-10-25,P101,135.0,5.75,0
2024-10-26,P101,76.0,5.75,0
2024-10-27,P101,29.0,5.75,0
2024-10-28,P101,139.0,5.75,0
2024-10-29,P101,160.0,5.75,0
2024-10-30,P101,139.0,5.75,0
2024-10-31,P101,170.0,5.75,0
2024-11-01,P101,133.0,5.76,0
2024-11-02,P101,107.0,5.76,0
2024-11-03,P101,31.0,5.76,0
2024-11-04,P101,,5.76,0
2024-11-05,P101,140.0,5.76,0
2024-11-06,P101,191.0,5.76,0
2024-11-07,P101,175.0,5.76,0
2024-11-08,P101,154.0,5.76,0
2024-11-09,P101,70.0,5.76,0
2024-11-10,P101,34.0,5.76,0
2024-11-11,P101,139.0,5.76,0
2024-11-12,P101,190.0,5.76,0
2024-11-13,P101,176.0,5.76,0
2024-11-14,P101,158.0,5.76,0
2024-11-15,P101,109.0,5.76,0
2024-11-16,P101,73.0,5.76,0
2024-11-17,P101,35.0,5.76,0
2024-11-18,P101,180.0,5.76,0
2024-11-19,P101,185.0,5.76,0
2024-11-20,P101,134.0,5.76,0
2024-11-21,P101,163.0,5.76,0
2024-11-22,P101,167.0,5.76,0
2024-11-23,P101,68.0,5.76,0
2024-11-24,P101,33.0,5.76,0
2024-11-25,P101,259.0,5.76,1
2024-11-26,P101,160.0,5.76,0
2024-11-27,P101,130.0,5.76,0
2024-11-28,P101,304.0,5.76,1
