date,sku,units_sold,unit_price,promo_flag
2023-07-28,P101,128,5.73,0
2023-07-29,P101,89,5.73,0
2023-07-30,P101,22,5.73,0
2023-07-31,P101,146,5.73,0
2023-08-01,P101,137,5.73,0
2023-08-02,P101,168,5.73,0
2023-08-03,P101,252,5.73,1
2023-08-04,P101,149,5.73,0
2023-08-05,P101,83,5.73,0
2023-08-06,P101,38,5.73,0
2023-08-07,P101,148,5.73,0
2023-08-08,P101,163,5.73,0
2023-08-09,P101,128,5.72,0
2023-08-10,P101,169,5.72,0
2023-08-11,P101,130,5.72,0
2023-08-12,P101,73,5.72,0
2023-08-13,P101,31,5.72,0
2023-08-14,P101,124,5.72,0
2023-08-15,P101,160,5.72,0
2023-08-16,P101,169,5.72,0
2023-08-17,P101,153,5.72,0
2023-08-18,P101,117,5.72,0
2023-08-19,P101,77,5.71,0
2023-08-20,P101,34,5.71,0
2023-08-21,P101,119,5.71,0
2023-08-22,P101,137,5.71,0
2023-08-23,P101,167,5.71,0
2023-08-24,P101,152,5.71,0
2023-08-25,P101,147,5.71,0
2023-08-26,P101,93,5.71,0
2023-08-27,P101,33,5.71,0
2023-08-28,P101,160,5.7,0
2023-08-29,P101,201,5.7,0
2023-08-30,P101,148,5.7,0
2023-08-31,P101,134,5.7,0
2023-09-01,P101,147,5.7,0
2023-09-02,P101,81,5.7,0
2023-09-03,P101,29,5.7,0
2023-09-04,P101,132,5.7,0
2023-09-05,P101,346,5.7,1
2023-09-06,P101,157,5.69,0
2023-09-07,P101,135,5.69,0
2023-09-08,P101,154,5.69,0
2023-09-09,P101,76,5.69,0
2023-09-10,P101,30,5.69,0
2023-09-11,P101,157,5.69,0
2023-09-12,P101,132,5.69,0
2023-09-13,P101,157,5.69,0
2023-09-14,P101,177,5.68,0
2023-09-15,P101,147,5.68,0
2023-09-16,P101,74,5.68,0
2023-09-17,P101,29,5.68,0
2023-09-18,P101,141,5.68,0
2023-09-19,P101,149,5.68,0
2023-09-20,P101,144,5.68,0
2023-09-21,P101,161,5.68,0
2023-09-22,P101,113,5.67,0
2023-09-23,P101,84,5.67,0
2023-09-24,P101,29,5.67,0
2023-09-25,P101,154,5.67,0
2023-09-26,P101,134,5.67,0
2023-09-27,P101,172,5.67,0
2023-09-28,P101,166,5.67,0
2023-09-29,P101,154,5.67,0
2023-09-30,P101,64,5.67,0
2023-10-01,P101,33,5.66,0
2023-10-02,P101,154,5.66,0
2023-10-03,P101,126,5.66,0
2023-10-04,P101,150,5.66,0
2023-10-05,P101,152,5.66,0
2023-10-06,P101,148,5.66,0
2023-10-07,P101,78,5.66,0
2023-10-08,P101,32,5.65,0
2023-10-09,P101,171,5.65,0
2023-10-10,P101,174,5.65,0
2023-10-11,P101,103,5.65,0
2023-10-12,P101,141,5.65,0
2023-10-13,P101,137,5.65,0
2023-10-14,P101,62,5.65,0
2023-10-15,P101,31,5.65,0
2023-10-16,P101,168,5.64,0
2023-10-17,P101,135,5.64,0
2023-10-18,P101,156,5.64,0
2023-10-19,P101,132,5.64,0
2023-10-20,P101,129,5.64,0
2023-10-21,P101,89,5.64,0
2023-10-22,P101,29,5.64,0
2023-10-23,P101,155,5.64,0
2023-10-24,P101,122,5.63,0
2023-10-25,P101,182,5.63,0
2023-10-26,P101,156,5.63,0
2023-10-27,P101,137,5.63,0
2023-10-28,P101,82,5.63,0
2023-10-29,P101,26,5.63,0
2023-10-30,P101,167,5.63,0
2023-10-31,P101,148,5.63,0
2023-11-01,P101,148,5.63,0
2023-11-02,P101,139,5.62,0
2023-11-03,P101,131,5.62,0
2023-11-04,P101,83,5.62,0
2023-11-05,P101,32,5.62,0
2023-11-06,P101,159,5.62,0
2023-11-07,P101,154,5.62,0
2023-11-08,P101,160,5.62,0
2023-11-09,P101,141,5.62,0
2023-11-10,P101,175,5.61,0
2023-11-11,P101,64,5.61,0
2023-11-12,P101,35,5.61,0
2023-11-13,P101,172,5.61,0
2023-11-14,P101,140,5.61,0
2023-11-15,P101,189,5.61,0
2023-11-16,P101,164,5.61,0
2023-11-17,P101,156,5.61,0
2023-11-18,P101,78,5.6,0
2023-11-19,P101,30,5.6,0
2023-11-20,P101,146,5.6,0
2023-11-21,P101,162,5.6,0
2023-11-22,P101,176,5.6,0
2023-11-23,P101,152,5.6,0
2023-11-24,P101,128,5.6,0
2023-11-25,P101,85,5.6,0
2023-11-26,P101,34,5.6,0
2023-11-27,P101,161,5.59,0
2023-11-28,P101,169,5.59,0
2023-11-29,P101,149,5.59,0
2023-11-30,P101,134,5.59,0
2023-12-01,P101,129,5.59,0
2023-12-02,P101,64,5.59,0
2023-12-03,P101,32,5.59,0
2023-12-04,P101,150,5.59,0
2023-12-05,P101,150,5.59,0
2023-12-06,P101,104,5.59,0
2023-12-07,P101,130,5.58,0
2023-12-08,P101,161,5.58,0
2023-12-09,P101,73,5.58,0
2023-12-10,P101,33,5.58,0
2023-12-11,P101,129,5.58,0
2023-12-12,P101,183,5.58,0
2023-12-13,P101,153,5.58,0
2023-12-14,P101,156,5.58,0
2023-12-15,P101,181,5.58,0
2023-12-16,P101,93,5.58,0
2023-12-17,P101,31,5.57,0
2023-12-18,P101,143,5.57,0
2023-12-19,P101,154,5.57,0
2023-12-20,P101,165,5.57,0
2023-12-21,P101,151,5.57,0
2023-12-22,P101,139,5.57,0
2023-12-23,P101,93,5.57,0
2023-12-24,P101,32,5.57,0
2023-12-25,P101,193,5.57,0
2023-12-26,P101,162,5.57,0
2023-12-27,P101,188,5.57,0
2023-12-28,P101,159,5.57,0
2023-12-29,P101,162,5.56,0
2023-12-30,P101,74,5.56,0
2023-12-31,P101,29,5.56,0
2024-01-01,P101,163,5.56,0
2024-01-02,P101,179,5.56,0
2024-01-03,P101,159,5.56,0
2024-01-04,P101,133,5.56,0
2024-01-05,P101,125,5.56,0
2024-01-06,P101,68,5.56,0
2024-01-07,P101,26,5.56,0
2024-01-08,P101,158,5.56,0
2024-01-09,P101,183,5.56,0
2024-01-10,P101,160,5.56,0
2024-01-11,P101,117,5.55,0
2024-01-12,P101,145,5.55,0
2024-01-13,P101,80,5.55,0
2024-01-14,P101,40,5.55,0
2024-01-15,P101,132,5.55,0
2024-01-16,P101,157,5.55,0
2024-01-17,P101,191,5.55,0
2024-01-18,P101,164,5.55,0
2024-01-19,P101,159,5.55,0
2024-01-20,P101,83,5.55,0
2024-01-21,P101,34,5.55,0
2024-01-22,P101,172,5.55,0
2024-01-23,P101,150,5.55,0
2024-01-24,P101,178,5.55,0
2024-01-25,P101,134,5.55,0
2024-01-26,P101,156,5.55,0
2024-01-27,P101,84,5.55,0
2024-01-28,P101,31,5.55,0
2024-01-29,P101,159,5.55,0
2024-01-30,P101,155,5.54,0
2024-01-31,P101,144,5.54,0
2024-02-01,P101,153,5.54,0
2024-02-02,P101,133,5.54,0
2024-02-03,P101,86,5.54,0
2024-02-04,P101,29,5.54,0
2024-02-05,P101,351,5.54,1
2024-02-06,P101,145,5.54,0
2024-02-07,P101,154,5.54,0
2024-02-08,P101,149,5.54,0
2024-02-09,P101,175,5.54,0
2024-02-10,P101,87,5.54,0
2024-02-11,P101,33,5.54,0
2024-02-12,P101,171,5.54,0
2024-02-13,P101,129,5.54,0
2024-02-14,P101,165,5.54,0
2024-02-15,P101,196,5.54,0
2024-02-16,P101,156,5.54,0
2024-02-17,P101,85,5.54,0
2024-02-18,P101,36,5.54,0
2024-02-19,P101,179,5.54,0
2024-02-20,P101,132,5.54,0
2024-02-21,P101,136,5.54,0
2024-02-22,P101,166,5.54,0
2024-02-23,P101,142,5.54,0
2024-02-24,P101,97,5.54,0
2024-02-25,P101,33,5.54,0
2024-02-26,P101,129,5.54,0
2024-02-27,P101,147,5.54,0
2024-02-28,P101,117,5.54,0
2024-02-29,P101,159,5.54,0
2024-03-01,P101,152,5.54,0
2024-03-02,P101,81,5.54,0
2024-03-03,P101,38,5.54,0
2024-03-04,P101,187,5.54,0
2024-03-05,P101,168,5.54,0
2024-03-06,P101,129,5.54,0
2024-03-07,P101,175,5.54,0
2024-03-08,P101,165,5.54,0
2024-03-09,P101,89,5.54,0
2024-03-10,P101,38,5.54,0
2024-03-11,P101,144,5.54,0
2024-03-12,P101,356,5.54,1
2024-03-13,P101,151,5.54,0
2024-03-14,P101,178,5.54,0
2024-03-15,P101,128,5.54,0
2024-03-16,P101,77,5.54,0
2024-03-17,P101,40,5.54,0
2024-03-18,P101,162,5.54,0
2024-03-19,P101,189,5.54,0
2024-03-20,P101,174,5.54,0
2024-03-21,P101,163,5.54,0
2024-03-22,P101,181,5.54,0
2024-03-23,P101,84,5.54,0
2024-03-24,P101,28,5.54,0
2024-03-25,P101,152,5.54,0
2024-03-26,P101,184,5.54,0
2024-03-27,P101,178,5.54,0
2024-03-28,P101,137,5.54,0
2024-03-29,P101,145,5.54,0
2024-03-30,P101,81,5.54,0
2024-03-31,P101,33,5.55,0
2024-04-01,P101,142,5.55,0
2024-04-02,P101,162,5.55,0
2024-04-03,P101,157,5.55,0
2024-04-04,P101,180,5.55,0
2024-04-05,P101,302,5.55,1
2024-04-06,P101,86,5.55,0
2024-04-07,P101,33,5.55,0
2024-04-08,P101,170,5.55,0
2024-04-09,P101,158,5.55,0
2024-04-10,P101,149,5.55,0
2024-04-11,P101,278,5.55,1
2024-04-12,P101,147,5.55,0
2024-04-13,P101,76,5.55,0
2024-04-14,P101,35,5.55,0
2024-04-15,P101,181,5.55,0
2024-04-16,P101,144,5.55,0
2024-04-17,P101,172,5.55,0
2024-04-18,P101,162,5.55,0
2024-04-19,P101,164,5.56,0
2024-04-20,P101,87,5.56,0
2024-04-21,P101,29,5.56,0
2024-04-22,P101,145,5.56,0
2024-04-23,P101,175,5.56,0
2024-04-24,P101,191,5.56,0
2024-04-25,P101,126,5.56,0
2024-04-26,P101,165,5.56,0
2024-04-27,P101,207,5.56,1
2024-04-28,P101,34,5.56,0
2024-04-29,P101,178,5.56,0
2024-04-30,P101,309,5.56,1
2024-05-01,P101,169,5.56,0
2024-05-02,P101,137,5.57,0
2024-05-03,P101,118,5.57,0
2024-05-04,P101,96,5.57,0
2024-05-05,P101,63,5.57,1
2024-05-06,P101,160,5.57,0
2024-05-07,P101,148,5.57,0
2024-05-08,P101,145,5.57,0
2024-05-09,P101,163,5.57,0
2024-05-10,P101,146,5.57,0
2024-05-11,P101,91,5.57,0
2024-05-12,P101,37,5.57,0
2024-05-13,P101,174,5.57,0
2024-05-14,P101,179,5.58,0
2024-05-15,P101,201,5.58,0
2024-05-16,P101,147,5.58,0
2024-05-17,P101,157,5.58,0
2024-05-18,P101,98,5.58,0
2024-05-19,P101,40,5.58,0
2024-05-20,P101,141,5.58,0
2024-05-21,P101,168,5.58,0
2024-05-22,P101,196,5.58,0
2024-05-23,P101,175,5.58,0
2024-05-24,P101,161,5.59,0
2024-05-25,P101,85,5.59,0
2024-05-26,P101,33,5.59,0
2024-05-27,P101,172,5.59,0
2024-05-28,P101,169,5.59,0
2024-05-29,P101,169,5.59,0
2024-05-30,P101,167,5.59,0
2024-05-31,P101,146,5.59,0
2024-06-01,P101,92,5.59,0
2024-06-02,P101,46,5.59,0
2024-06-03,P101,134,5.6,0
2024-06-04,P101,179,5.6,0
2024-06-05,P101,155,5.6,0
2024-06-06,P101,175,5.6,0
2024-06-07,P101,158,5.6,0
2024-06-08,P101,93,5.6,0
2024-06-09,P101,39,5.6,0
2024-06-10,P101,170,5.6,0
2024-06-11,P101,194,5.6,0
2024-06-12,P101,125,5.61,0
2024-06-13,P101,193,5.61,0
2024-06-14,P101,163,5.61,0
2024-06-15,P101,96,5.61,0
2024-06-16,P101,30,5.61,0
2024-06-17,P101,150,5.61,0
2024-06-18,P101,174,5.61,0
2024-06-19,P101,168,5.61,0
2024-06-20,P101,169,5.62,0
2024-06-21,P101,174,5.62,0
2024-06-22,P101,69,5.62,0
2024-06-23,P101,72,5.62,1
2024-06-24,P101,165,5.62,0
2024-06-25,P101,167,5.62,0
2024-06-26,P101,140,5.62,0
2024-06-27,P101,172,5.62,0
2024-06-28,P101,114,5.62,0
2024-06-29,P101,91,5.63,0
2024-06-30,P101,28,5.63,0
2024-07-01,P101,165,5.63,0
2024-07-02,P101,168,5.63,0
2024-07-03,P101,188,5.63,0
2024-07-04,P101,159,5.63,0
2024-07-05,P101,216,5.63,1
2024-07-06,P101,80,5.63,0
2024-07-07,P101,39,5.64,0
2024-07-08,P101,173,5.64,0
2024-07-09,P101,162,5.64,0
2024-07-10,P101,162,5.64,0
2024-07-11,P101,133,5.64,0
2024-07-12,P101,160,5.64,0
2024-07-13,P101,68,5.64,0
2024-07-14,P101,37,5.64,0
2024-07-15,P101,165,5.65,0
2024-07-16,P101,390,5.65,1
2024-07-17,P101,145,5.65,0
2024-07-18,P101,159,5.65,0
2024-07-19,P101,183,5.65,0
2024-07-21,P101,31,5.65,0
2024-07-22,P101,166,5.65,0
2024-07-23,P101,168,5.66,0
2024-07-24,P101,170,5.66,0
2024-07-25,P101,147,5.66,0
2024-07-26,P101,151,5.66,0
2024-07-27,P101,69,5.66,0
2024-07-28,P101,34,5.66,0
2024-07-29,P101,169,5.66,0
2024-07-30,P101,163,5.66,0
2024-07-31,P101,135,5.67,0
2024-08-01,P101,176,5.67,0
2024-08-02,P101,157,5.67,0
2024-08-03,P101,77,5.67,0
2024-08-04,P101,32,5.67,0
2024-08-05,P101,134,5.67,0
2024-08-06,P101,147,5.67,0
2024-08-07,P101,153,5.67,0
2024-08-08,P101,180,5.68,0
2024-08-09,P101,140,5.68,0
2024-08-10,P101,89,5.68,0
2024-08-11,P101,31,5.68,0
2024-08-12,P101,164,5.68,0
2024-08-13,P101,163,5.68,0
2024-08-14,P101,178,5.68,0
2024-08-15,P101,318,5.68,1
2024-08-16,P101,124,5.69,0
2024-08-17,P101,70,5.69,0
2024-08-18,P101,31,5.69,0
2024-08-19,P101,137,5.69,0
2024-08-20,P101,172,5.69,0
2024-08-21,P101,153,5.69,0
2024-08-22,P101,198,5.69,0
2024-08-23,P101,121,5.69,0
2024-08-24,P101,84,5.7,0
2024-08-25,P101,29,5.7,0
2024-08-26,P101,149,5.7,0
2024-08-27,P101,166,5.7,0
2024-08-28,P101,199,5.7,1
2024-08-29,P101,160,5.7,0
2024-08-30,P101,180,5.7,0
2024-08-31,P101,78,5.7,0
2024-09-01,P101,34,5.7,0
2024-09-02,P101,175,5.71,0
2024-09-03,P101,160,5.71,0
2024-09-04,P101,150,5.71,0
2024-09-05,P101,117,5.71,0
2024-09-06,P101,159,5.71,0
2024-09-07,P101,81,5.71,0
2024-09-08,P101,29,5.71,0
2024-09-09,P101,159,5.71,0
2024-09-10,P101,152,5.71,0
2024-09-11,P101,151,5.71,0
2024-09-12,P101,166,5.72,0
2024-09-13,P101,126,5.72,0
2024-09-14,P101,91,5.72,0
2024-09-15,P101,28,5.72,0
2024-09-16,P101,145,5.72,0
2024-09-17,P101,197,5.72,0
2024-09-18,P101,179,5.72,0
2024-09-19,P101,157,5.72,0
2024-09-20,P101,132,5.72,0
2024-09-21,P101,76,5.72,0
2024-09-22,P101,33,5.73,0
2024-09-23,P101,157,5.73,0
2024-09-24,P101,161,5.73,0
2024-09-25,P101,159,5.73,0
2024-09-26,P101,151,5.73,0
2024-09-27,P101,124,5.73,0
2024-09-28,P101,77,5.73,0
2024-09-29,P101,36,5.73,0
2024-09-30,P101,133,5.73,0
2024-10-01,P101,159,5.73,0
2024-10-02,P101,145,5.73,0
2024-10-03,P101,157,5.74,0
2024-10-04,P101,141,5.74,0
2024-10-05,P101,94,5.74,0
2024-10-06,P101,34,5.74,0
2024-10-07,P101,134,5.74,0
2024-10-08,P101,174,5.74,0
2024-10-09,P101,146,5.74,0
2024-10-10,P101,145,5.74,0
2024-10-11,P101,153,5.74,0
2024-10-12,P101,77,5.74,0
2024-10-13,P101,36,5.74,0
2024-10-14,P101,143,5.74,0
2024-10-15,P101,151,5.74,0
2024-10-16,P101,148,5.75,0
2024-10-17,P101,145,5.75,0
2024-10-18,P101,166,5.75,0
2024-10-19,P101,87,5.75,0
2024-10-20,P101,39,5.75,0
2024-10-21,P101,196,5.75,0
2024-10-22,P101,144,5.75,0
2024-10-23,P101,161,5.75,0
2024-10-24,P101,135,5.75,0
2024-10-25,P101,135,5.75,0
2024-10-26,P101,76,5.75,0
2024-10-27,P101,29,5.75,0
2024-10-28,P101,139,5.75,0
2024-10-29,P101,160,5.75,0
2024-10-30,P101,139,5.75,0
2024-10-31,P101,170,5.75,0
2024-11-01,P101,133,5.76,0
2024-11-02,P101,107,5.76,0
2024-11-03,P101,31,5.76,0
2024-11-05,P101,140,5.76,0
2024-11-06,P101,191,5.76,0
2024-11-07,P101,175,5.76,0
2024-11-08,P101,154,5.76,0
2024-11-09,P101,70,5.76,0
2024-11-10,P101,34,5.76,0
2024-11-11,P101,139,5.76,0
2024-11-12,P101,190,5.76,0
2024-11-13,P101,176,5.76,0
2024-11-14,P101,158,5.76,0
2024-11-15,P101,109,5.76,0
2024-11-16,P101,73,5.76,0
2024-11-17,P101,35,5.76,0
2024-11-18,P101,180,5.76,0
2024-11-19,P101,185,5.76,0
2024-11-20,P101,134,5.76,0
2024-11-21,P101,163,5.76,0
2024-11-22,P101,167,5.76,0
2024-11-23,P101,68,5.76,0
2024-11-24,P101,33,5.76,0
2024-11-25,P101,259,5.76,1
2024-11-26,P101,160,5.76,0
2024-11-27,P101,130,5.76,0
2024-11-28,P101,304,5.76,1
2024-11-29,P101,145,5.76,0
2024-11-30,P101,82,5.76,0
2024-12-01,P101,31,5.76,0
2024-12-02,P101,153,5.76,0
2024-12-03,P101,166,5.76,0
2024-12-04,P101,172,5.76,0
2024-12-05,P101,154,5.76,0
2024-12-06,P101,145,5.76,0
2024-12-07,P101,84,5.76,0
2024-12-08,P101,26,5.76,0
2024-12-09,P101,170,5.76,0
2024-12-10,P101,168,5.76,0
2024-12-11,P101,165,5.76,0
2024-12-12,P101,177,5.76,0
2024-12-13,P101,120,5.76,0
2024-12-14,P101,66,5.76,0
2024-12-15,P101,35,5.76,0
2024-12-16,P101,162,5.76,0
2024-12-17,P101,172,5.76,0
2024-12-18,P101,157,5.76,0
2024-12-19,P101,173,5.76,0
2024-12-20,P101,169,5.76,0
2024-12-21,P101,89,5.76,0
2024-12-22,P101,33,5.76,0
2024-12-23,P101,126,5.76,0
2024-12-24,P101,184,5.76,0
2024-12-25,P101,189,5.76,0
2024-12-26,P101,174,5.76,0
2024-12-27,P101,140,5.76,0
2024-12-28,P101,92,5.76,0
2024-12-29,P101,37,5.76,0
2024-12-30,P101,193,5.76,0
2024-12-31,P101,154,5.76,0
2025-01-01,P101,164,5.76,0
2025-01-02,P101,177,5.76,0
2025-01-03,P101,157,5.76,0
2025-01-04,P101,75,5.76,0
2025-01-05,P101,36,5.76,0
2025-01-06,P101,176,5.76,0
2025-01-07,P101,174,5.76,0
2025-01-08,P101,173,5.76,0
2025-01-09,P101,160,5.76,0
2025-01-10,P101,182,5.76,0
2025-01-11,P101,78,5.76,0
2025-01-12,P101,32,5.76,0
2025-01-13,P101,358,5.76,1
2025-01-14,P101,190,5.76,0
2025-01-15,P101,142,5.75,0
2025-01-16,P101,142,5.75,0
2025-01-17,P101,123,5.75,0
2025-01-18,P101,87,5.75,0
2025-01-19,P101,31,5.75,0
2025-01-20,P101,161,5.75,0
2025-01-21,P101,187,5.75,0
2025-01-22,P101,159,5.75,0
2025-01-23,P101,171,5.75,0
2025-01-24,P101,154,5.75,0
2025-01-25,P101,94,5.75,0
2025-01-26,P101,37,5.75,0
2025-01-27,P101,156,5.75,0
2025-01-28,P101,172,5.75,0
2025-01-29,P101,193,5.75,0
2025-01-30,P101,175,5.75,0
2025-01-31,P101,136,5.74,0
2025-02-01,P101,95,5.74,0
2025-02-02,P101,31,5.74,0
2025-02-03,P101,197,5.74,0
2025-02-04,P101,197,5.74,0
2025-02-05,P101,179,5.74,0
2025-02-06,P101,172,5.74,0
2025-02-07,P101,158,5.74,0
2025-02-08,P101,155,5.74,1
2025-02-09,P101,34,5.74,0
2025-02-10,P101,176,5.74,0
2025-02-11,P101,195,5.74,0
2025-02-12,P101,164,5.74,0
2025-02-13,P101,159,5.73,0
2025-02-14,P101,141,5.73,0
2025-02-15,P101,79,5.73,0
2025-02-16,P101,29,5.73,0
